GET	/parties/:partyId/consents	apps/api/src/routes/rental-applications.ts:384	perm=party:read	portal=false
POST	/parties/:partyId/consents	apps/api/src/routes/rental-applications.ts:337	perm=party:write	portal=false
POST	/parties/dedupe	apps/api/src/routes/parties.ts:223	perm=party:write	portal=false
GET	/payments	apps/api/src/routes/payments.ts:41	perm=finance:read	portal=false
GET	/payouts	apps/api/src/routes/payments.ts:74	perm=finance:read	portal=false
POST	/places/autocomplete	apps/api/src/routes/places.ts:12	perm=property:write	portal=false
GET	/places/details	apps/api/src/routes/places.ts:25	perm=property:read	portal=false
POST	/portal/access	apps/api/src/routes/portal.ts:83	perm=portal:manage	portal=false
POST	/portal/access/:id/revoke	apps/api/src/routes/portal.ts:176	perm=portal:manage	portal=true
POST	/portal/auth/consume	apps/api/src/routes/portal.ts:214	perm=-	portal=true
POST	/portal/auth/logout	apps/api/src/routes/portal.ts:278	perm=-	portal=true
GET	/portal/landlord/contracts	apps/api/src/routes/portal.ts:688	perm=-	portal=true
GET	/portal/landlord/inspections	apps/api/src/routes/portal.ts:712	perm=-	portal=true
GET	/portal/landlord/properties	apps/api/src/routes/portal.ts:547	perm=-	portal=true
GET	/portal/landlord/statement	apps/api/src/routes/portal.ts:575	perm=-	portal=true
GET	/portal/me	apps/api/src/routes/portal.ts:293	perm=-	portal=true
GET	/portal/tenant/charges	apps/api/src/routes/portal.ts:371	perm=-	portal=true
POST	/portal/tenant/charges/:id/payment	apps/api/src/routes/portal.ts:471	perm=-	portal=true
GET	/portal/tenant/contracts	apps/api/src/routes/portal.ts:401	perm=-	portal=true
GET	/portal/tenant/contracts/:id	apps/api/src/routes/portal.ts:422	perm=-	portal=true
GET	/portal/tenant/inspections	apps/api/src/routes/portal.ts:450	perm=-	portal=true
GET	/portal/tenant/statement	apps/api/src/routes/portal.ts:319	perm=-	portal=true
GET	/properties	apps/api/src/routes/properties.ts:243	perm=property:read	portal=false
POST	/properties	apps/api/src/routes/properties.ts:200	perm=property:write	portal=false
GET	/properties/:id	apps/api/src/routes/properties.ts:263	perm=property:read	portal=false
PATCH	/properties/:id	apps/api/src/routes/properties.ts:277	perm=property:write	portal=false
PUT	/properties/:id/address	apps/api/src/routes/properties.ts:327	perm=property:write	portal=false
POST	/properties/:id/features	apps/api/src/routes/properties.ts:579	perm=property:write	portal=false
DELETE	/properties/:id/features/:feature	apps/api/src/routes/properties.ts:629	perm=property:write	portal=false
PUT	/properties/:id/financial-terms	apps/api/src/routes/properties.ts:426	perm=property:write	portal=false
DELETE	/properties/:id/media/:mediaId	apps/api/src/routes/properties.ts:793	perm=property:write	portal=false
POST	/properties/:id/media/confirm	apps/api/src/routes/properties.ts:701	perm=property:write	portal=false
POST	/properties/:id/media/upload-url	apps/api/src/routes/properties.ts:668	perm=property:write	portal=false
POST	/properties/:id/owners	apps/api/src/routes/properties.ts:480	perm=property:write	portal=false
DELETE	/properties/:id/owners/:partyId	apps/api/src/routes/properties.ts:542	perm=property:write	portal=false
GET	/proposals	apps/api/src/routes/proposals.ts:73	perm=proposal:read	portal=false
POST	/proposals	apps/api/src/routes/proposals.ts:35	perm=proposal:write	portal=false
GET	/public/organizations/:orgSlug/listings	apps/api/src/routes/public.ts:94	perm=-	portal=false
GET	/public/organizations/:orgSlug/listings/:slug	apps/api/src/routes/public.ts:125	perm=-	portal=false
GET	/reconciliations	apps/api/src/routes/payments.ts:277	perm=finance:read	portal=false
POST	/reconciliations	apps/api/src/routes/payments.ts:251	perm=finance:write	portal=false
GET	/rental-applications	apps/api/src/routes/rental-applications.ts:158	perm=screening:read	portal=false
POST	/rental-applications	apps/api/src/routes/rental-applications.ts:129	perm=screening:write	portal=false
GET	/rental-applications/:id	apps/api/src/routes/rental-applications.ts:184	perm=screening:read	portal=false
POST	/rental-applications/:id/screening	apps/api/src/routes/rental-applications.ts:268	perm=screening:write	portal=false
PATCH	/rental-applications/:id/status	apps/api/src/routes/rental-applications.ts:194	perm=screening:write	portal=false
GET	/reporting/export/:kind	apps/api/src/routes/reporting.ts:333	perm=report:export	portal=false
GET	/reporting/leads-funnel	apps/api/src/routes/reporting.ts:209	perm=report:read	portal=false
GET	/reporting/meta-spend	apps/api/src/routes/reporting.ts:293	perm=report:read	portal=false
GET	/reporting/revenue-monthly	apps/api/src/routes/reporting.ts:242	perm=report:read	portal=false
GET	/tasks	apps/api/src/routes/tasks.ts:70	perm=task:read	portal=false
POST	/tasks	apps/api/src/routes/tasks.ts:39	perm=task:write	portal=false
PATCH	/tasks/:id/status	apps/api/src/routes/tasks.ts:90	perm=task:write	portal=false
GET	/timeline	apps/api/src/routes/timeline.ts:67	perm=timeline:read	portal=false
POST	/timeline	apps/api/src/routes/timeline.ts:32	perm=timeline:write	portal=false
GET	/visits	apps/api/src/routes/visits.ts:64	perm=visit:read	portal=false
POST	/visits	apps/api/src/routes/visits.ts:34	perm=visit:write	portal=false
GET	/webhooks/meta	apps/api/src/routes/webhooks.ts:328	perm=-	portal=false
POST	/webhooks/meta	apps/api/src/routes/webhooks.ts:345	perm=-	portal=false
POST	/webhooks/payments	apps/api/src/routes/webhooks.ts:276	perm=-	portal=false
POST	/webhooks/signature	apps/api/src/routes/webhooks.ts:213	perm=-	portal=false
GET	/webhooks/whatsapp	apps/api/src/routes/webhooks.ts:111	perm=-	portal=false
POST	/webhooks/whatsapp	apps/api/src/routes/webhooks.ts:138	perm=-	portal=false
GET	/whatsapp/connections	apps/api/src/routes/whatsapp-connections.ts:27	perm=org:manage	portal=false
POST	/whatsapp/connections	apps/api/src/routes/whatsapp-connections.ts:42	perm=org:manage	portal=false
